<e, 1>
<experiences, 1>
<of, 1>
<his, 1>
<life, 1>
<for, 1>
<which, 1>
<he, 1>
<could, 1>
<be, 1>
<grateful, 1>
<when, 1>
<the, 1>
<pain, 1>
<was, 1>
<over, 1>
<His, 1>
<second, 1>
<wooing, 1>
<he, 1>
<resolved, 1>
<should, 1>
<be, 1>
<as, 1>
<calm, 1>
<and, 1>
<simple, 1>
<as, 1>
<possible, 1>
<There, 1>
<was, 1>
<no, 1>
<need, 1>
<of, 1>
<having, 1>
<a, 1>
<scene, 1>
<hardly, 1>
<any, 1>
<need, 1>
<of, 1>
<telling, 1>
<Amy, 1>
<that, 1>
<he, 1>
<loved, 1>
<her, 1>
<she, 1>
<knew, 1>
<it, 1>
<without, 1>
<words, 1>
<and, 1>
<had, 1>
<given, 1>
<him, 1>
<his, 1>
<answer, 1>
<long, 1>
<ago, 1>
<It, 1>
<all, 1>
<came, 1>
<about, 1>
<so, 1>
<naturally, 1>
<that, 1>
<no, 1>
<one, 1>
<could, 1>
<complain, 1>
<and, 1>
<he, 1>
<knew, 1>
<that, 1>
<everybody, 1>
<would, 1>
<be, 1>
<pleased, 1>
<even, 1>
<Jo, 1>
<But, 1>
<when, 1>
<our, 1>
<first, 1>
<little, 1>
<passion, 1>
<has, 1>
<been, 1>
<crushed, 1>
<we, 1>
<are, 1>
<apt, 1>
<to, 1>
<be, 1>
<wary, 1>
<and, 1>
<slow, 1>
<in, 1>
<making, 1>
<a, 1>
<second, 1>
<trial, 1>
<so, 1>
<Laurie, 1>
<let, 1>
<the, 1>
<days, 1>
<pass, 1>
<enjoying, 1>
<every, 1>
<hour, 1>
<and, 1>
<leaving, 1>
<to, 1>
<chance, 1>
<the, 1>
<utterance, 1>
<of, 1>
<the, 1>
<word, 1>
<that, 1>
<would, 1>
<put, 1>
<an, 1>
<end, 1>
<to, 1>
<the, 1>
<first, 1>
<and, 1>
<sweetest, 1>
<part, 1>
<of, 1>
<his, 1>
<new, 1>
<romance, 1>
<He, 1>
<had, 1>
<rather, 1>
<imagined, 1>
<that, 1>
<the, 1>
<denoument, 1>
<would, 1>
<take, 1>
<place, 1>
<in, 1>
<the, 1>
<chateau, 1>
<garden, 1>
<by, 1>
<moonlight, 1>
<and, 1>
<in, 1>
<the, 1>
<most, 1>
<graceful, 1>
<and, 1>
<decorous, 1>
<manner, 1>
<but, 1>
<it, 1>
<turned, 1>
<out, 1>
<exactly, 1>
<the, 1>
<reverse, 1>
<for, 1>
<the, 1>
<matter, 1>
<was, 1>
<settled, 1>
<on, 1>
<the, 1>
<lake, 1>
<at, 1>
<noonday, 1>
<in, 1>
<a, 1>
<few, 1>
<blunt, 1>
<words, 1>
<They, 1>
<had, 1>
<been, 1>
<floating, 1>
<about, 1>
<all, 1>
<the, 1>
<morning, 1>
<from, 1>
<gloomy, 1>
<St, 1>
<Gingolf, 1>
<to, 1>
<sunny, 1>
<Montreux, 1>
<with, 1>
<the, 1>
<Alps, 1>
<of, 1>
<Savoy, 1>
<on, 1>
<one, 1>
<side, 1>
<Mont, 1>
<St, 1>
<Bernard, 1>
<and, 1>
<the, 1>
<Dent, 1>
<du, 1>
<Midi, 1>
<on, 1>
<the, 1>
<other, 1>
<pretty, 1>
<Vevay, 1>
<in, 1>
<the, 1>
<valley, 1>
<and, 1>
<Lausanne, 1>
<upon, 1>
<the, 1>
<hill, 1>
<beyond, 1>
<a, 1>
<cloudless, 1>
<blue, 1>
<sky, 1>
<overhead, 1>
<and, 1>
<the, 1>
<bluer, 1>
<lake, 1>
<below, 1>
<dotted, 1>
<with, 1>
<the, 1>
<picturesque, 1>
<boats, 1>
<that, 1>
<look, 1>
<like, 1>
<white, 1>
<winged, 1>
<gulls, 1>
<They, 1>
<had, 1>
<been, 1>
<talking, 1>
<of, 1>
<Bonnivard, 1>
<as, 1>
<they, 1>
<glided, 1>
<past, 1>
<Chillon, 1>
<and, 1>
<of, 1>
<Rousseau, 1>
<as, 1>
<they, 1>
<looked, 1>
<up, 1>
<at, 1>
<Clarens, 1>
<where, 1>
<he, 1>
<wrote, 1>
<his, 1>
<Heloise, 1>
<Neither, 1>
<had, 1>
<read, 1>
<it, 1>
<but, 1>
<they, 1>
<knew, 1>
<it, 1>
<was, 1>
<a, 1>
<love, 1>
<story, 1>
<and, 1>
<each, 1>
<privately, 1>
<wondered, 1>
<if, 1>
<it, 1>
<was, 1>
<half, 1>
<as, 1>
<interesting, 1>
<as, 1>
<their, 1>
<own, 1>
<Amy, 1>
<had, 1>
<been, 1>
<dabbling, 1>
<her, 1>
<hand, 1>
<in, 1>
<the, 1>
<water, 1>
<during, 1>
<the, 1>
<little, 1>
<pause, 1>
<that, 1>
<fell, 1>
<between, 1>
<them, 1>
<and, 1>
<when, 1>
<she, 1>
<looked, 1>
<up, 1>
<Laurie, 1>
<was, 1>
<leaning, 1>
<on, 1>
<his, 1>
<oars, 1>
<with, 1>
<an, 1>
<expression, 1>
<in, 1>
<his, 1>
<eyes, 1>
<that, 1>
<made, 1>
<her, 1>
<say, 1>
<hastily, 1>
<merely, 1>
<for, 1>
<the, 1>
<sake, 1>
<of, 1>
<saying, 1>
<something, 1>
<You, 1>
<must, 1>
<be, 1>
<tired, 1>
<Rest, 1>
<a, 1>
<little, 1>
<and, 1>
<let, 1>
<me, 1>
<row, 1>
<It, 1>
<will, 1>
<do, 1>
<me, 1>
<good, 1>
<for, 1>
<since, 1>
<you, 1>
<came, 1>
<I, 1>
<have, 1>
<been, 1>
<altogether, 1>
<lazy, 1>
<and, 1>
<luxurious, 1>
<I, 1>
<m, 1>
<not, 1>
<tired, 1>
<but, 1>
<you, 1>
<may, 1>
<take, 1>
<an, 1>
<oar, 1>
<if, 1>
<you, 1>
<like, 1>
<There, 1>
<s, 1>
<room, 1>
<enough, 1>
<though, 1>
<I, 1>
<have, 1>
<to, 1>
<sit, 1>
<nearly, 1>
<in, 1>
<the, 1>
<middle, 1>
<else, 1>
<the, 1>
<boat, 1>
<won, 1>
<t, 1>
<trim, 1>
<returned, 1>
<Laurie, 1>
<as, 1>
<if, 1>
<he, 1>
<rather, 1>
<liked, 1>
<the, 1>
<arrangement, 1>
<Feeling, 1>
<that, 1>
<she, 1>
<had, 1>
<not, 1>
<mended, 1>
<matters, 1>
<much, 1>
<Amy, 1>
<took, 1>
<the, 1>
<offered, 1>
<third, 1>
<of, 1>
<a, 1>
<seat, 1>
<shook, 1>
<her, 1>
<hair, 1>
<over, 1>
<her, 1>
<face, 1>
<and, 1>
<accepted, 1>
<an, 1>
<oar, 1>
<She, 1>
<rowed, 1>
<as, 1>
<well, 1>
<as, 1>
<she, 1>
<did, 1>
<many, 1>
<other, 1>
<things, 1>
<and, 1>
<though, 1>
<she, 1>
<used, 1>
<both, 1>
<hands, 1>
<and, 1>
<Laurie, 1>
<but, 1>
<one, 1>
<the, 1>
<oars, 1>
<kept, 1>
<time, 1>
<and, 1>
<the, 1>
<boat, 1>
<went, 1>
<smoothly, 1>
<through, 1>
<the, 1>
<water, 1>
<How, 1>
<well, 1>
<we, 1>
<pull, 1>
<together, 1>
<don, 1>
<t, 1>
<we, 1>
<said, 1>
<Amy, 1>
<who, 1>
<objected, 1>
<to, 1>
<silence, 1>
<just, 1>
<then, 1>
<So, 1>
<well, 1>
<that, 1>
<I, 1>
<wish, 1>
<we, 1>
<might, 1>
<always, 1>
<pull, 1>
<in, 1>
<the, 1>
<same, 1>
<boat, 1>
<Will, 1>
<you, 1>
<Amy, 1>
<very, 1>
<tenderly, 1>
<Yes, 1>
<Laurie, 1>
<very, 1>
<low, 1>
<Then, 1>
<they, 1>
<both, 1>
<stopped, 1>
<rowing, 1>
<and, 1>
<unconsciously, 1>
<added, 1>
<a, 1>
<pretty, 1>
<little, 1>
<tableau, 1>
<of, 1>
<human, 1>
<love, 1>
<and, 1>
<happiness, 1>
<to, 1>
<the, 1>
<dissolving, 1>
<views, 1>
<reflected, 1>
<in, 1>
<the, 1>
<lake, 1>
<CHAPTER, 1>
<FORTY, 1>
<TWO, 1>
<ALL, 1>
<ALONE, 1>
<It, 1>
<was, 1>
<easy, 1>
<to, 1>
<promise, 1>
<self, 1>
<abnegation, 1>
<when, 1>
<self, 1>
<was, 1>
<wrapped, 1>
<up, 1>
<in, 1>
<another, 1>
<and, 1>
<heart, 1>
<and, 1>
<soul, 1>
<were, 1>
<purified, 1>
<by, 1>
<a, 1>
<sweet, 1>
<example, 1>
<But, 1>
<when, 1>
<the, 1>
<helpful, 1>
<voice, 1>
<was, 1>
<silent, 1>
<the, 1>
<daily, 1>
<lesson, 1>
<over, 1>
<the, 1>
<beloved, 1>
<presence, 1>
<gone, 1>
<and, 1>
<nothing, 1>
<remained, 1>
<but, 1>
<loneliness, 1>
<and, 1>
<grief, 1>
<then, 1>
<Jo, 1>
<found, 1>
<her, 1>
<promise, 1>
<very, 1>
<hard, 1>
<to, 1>
<keep, 1>
<How, 1>
<could, 1>
<she, 1>
<comfort, 1>
<Father, 1>
<and, 1>
<Mother, 1>
<when, 1>
<her, 1>
<own, 1>
<heart, 1>
<ached, 1>
<with, 1>
<a, 1>
<ceaseless, 1>
<longing, 1>
<for, 1>
<her, 1>
<sister, 1>
<how, 1>
<could, 1>
<she, 1>
<make, 1>
<the, 1>
<house, 1>
<cheerful, 1>
<when, 1>
<all, 1>
<its, 1>
<light, 1>
<and, 1>
<warmth, 1>
<and, 1>
<beauty, 1>
<seemed, 1>
<to, 1>
<have, 1>
<deserted, 1>
<it, 1>
<when, 1>
<Beth, 1>
<left, 1>
<the, 1>
<old, 1>
<home, 1>
<for, 1>
<the, 1>
<new, 1>
<and, 1>
<where, 1>
<in, 1>
<all, 1>
<the, 1>
<world, 1>
<could, 1>
<she, 1>
<find, 1>
<some, 1>
<useful, 1>
<happy, 1>
<work, 1>
<to, 1>
<do, 1>
<that, 1>
<would, 1>
<take, 1>
<the, 1>
<place, 1>
<of, 1>
<the, 1>
<loving, 1>
<service, 1>
<which, 1>
<had, 1>
<been, 1>
<its, 1>
<own, 1>
<reward, 1>
<She, 1>
<tried, 1>
<in, 1>
<a, 1>
<blind, 1>
<hopeless, 1>
<way, 1>
<to, 1>
<do, 1>
<her, 1>
<duty, 1>
<secretly, 1>
<rebelling, 1>
<against, 1>
<it, 1>
<all, 1>
<the, 1>
<while, 1>
<for, 1>
<it, 1>
<seemed, 1>
<unjust, 1>
<that, 1>
<her, 1>
<few, 1>
<joys, 1>
<should, 1>
<be, 1>
<lessened, 1>
<her, 1>
<burdens, 1>
<made, 1>
<heavier, 1>
<and, 1>
<life, 1>
<get, 1>
<harder, 1>
<and, 1>
<harder, 1>
<as, 1>
<she, 1>
<toiled, 1>
<along, 1>
<Some, 1>
<people, 1>
<seemed, 1>
<to, 1>
<get, 1>
<all, 1>
<sunshine, 1>
<and, 1>
<some, 1>
<all, 1>
<shadow, 1>
<It, 1>
<was, 1>
<not, 1>
<fair, 1>
<for, 1>
<she, 1>
<tried, 1>
<more, 1>
<than, 1>
<Amy, 1>
<to, 1>
<be, 1>
<good, 1>
<but, 1>
<never, 1>
<got, 1>
<any, 1>
<reward, 1>
<only, 1>
<disappointment, 1>
<trouble, 1>
<and, 1>
<hard, 1>
<work, 1>
<Poor, 1>
<Jo, 1>
<these, 1>
<were, 1>
<dark, 1>
<days, 1>
<to, 1>
<her, 1>
<for, 1>
<something, 1>
<like, 1>
<despair, 1>
<came, 1>
<over, 1>
<her, 1>
<when, 1>
<she, 1>
<thought, 1>
<of, 1>
<spending, 1>
<all, 1>
<her, 1>
<life, 1>
<in, 1>
<that, 1>
<quiet, 1>
<house, 1>
<devoted, 1>
<to, 1>
<humdrum, 1>
<cares, 1>
<a, 1>
<few, 1>
<small, 1>
<pleasures, 1>
<and, 1>
<the, 1>
<duty, 1>
<that, 1>
<never, 1>
<seemed, 1>
<to, 1>
<grow, 1>
<any, 1>
<easier, 1>
<I, 1>
<can, 1>
<t, 1>
<do, 1>
<it, 1>
<I, 1>
<wasn, 1>
<t, 1>
<meant, 1>
<for, 1>
<a, 1>
<life, 1>
<like, 1>
<this, 1>
<and, 1>
<I, 1>
<know, 1>
<I, 1>
<shall, 1>
<break, 1>
<away, 1>
<and, 1>
<do, 1>
<something, 1>
<desperate, 1>
<if, 1>
<somebody, 1>
<doesn, 1>
<t, 1>
<come, 1>
<and, 1>
<help, 1>
<me, 1>
<she, 1>
<said, 1>
<to, 1>
<herself, 1>
<when, 1>
<her, 1>
<first, 1>
<efforts, 1>
<failed, 1>
<and, 1>
<she, 1>
<fell, 1>
<into, 1>
<the, 1>
<moody, 1>
<miserable, 1>
<state, 1>
<of, 1>
<mind, 1>
<which, 1>
<often, 1>
<comes, 1>
<when, 1>
<strong, 1>
<wills, 1>
<have, 1>
<to, 1>
<yield, 1>
<to, 1>
<the, 1>
<inevitable, 1>
<But, 1>
<someone, 1>
<did, 1>
<come, 1>
<and, 1>
<help, 1>
<her, 1>
<though, 1>
<Jo, 1>
<did, 1>
<not, 1>
<recognize, 1>
<her, 1>
<good, 1>
<angels, 1>
<at, 1>
<once, 1>
<because, 1>
<they, 1>
<wore, 1>
<familiar, 1>
<shapes, 1>
<and, 1>
<used, 1>
<the, 1>
<simple, 1>
<spells, 1>
<best, 1>
<fitted, 1>
<to, 1>
<poor, 1>
<humanity, 1>
<Often, 1>
<she, 1>
<started, 1>
<up, 1>
<at, 1>
<night, 1>
<thinking, 1>
<Beth, 1>
<called, 1>
<her, 1>
<and, 1>
<when, 1>
<the, 1>
<sight, 1>
<of, 1>
<the, 1>
<little, 1>
<empty, 1>
<bed, 1>
<made, 1>
<her, 1>
<cry, 1>
<with, 1>
<the, 1>
<bitter, 1>
<cry, 1>
<of, 1>
<unsubmissive, 1>
<sorrow, 1>
<Oh, 1>
<Beth, 1>
<come, 1>
<back, 1>
<Come, 1>
<back, 1>
<she, 1>
<did, 1>
<not, 1>
<stretch, 1>
<out, 1>
<her, 1>
<yearning, 1>
<arms, 1>
<in, 1>
<vain, 1>
<For, 1>
<as, 1>
<quick, 1>
<to, 1>
<hear, 1>
<her, 1>
<sobbing, 1>
<as, 1>
<she, 1>
<had, 1>
<been, 1>
<to, 1>
<hear, 1>
<her, 1>
<sister, 1>
<s, 1>
<faintest, 1>
<whisper, 1>
<her, 1>
<mother, 1>
<came, 1>
<to, 1>
<comfort, 1>
<her, 1>
<not, 1>
<with, 1>
<words, 1>
<only, 1>
<but, 1>
<the, 1>
<patient, 1>
<tenderness, 1>
<that, 1>
<soothes, 1>
<by, 1>
<a, 1>
<touch, 1>
<tears, 1>
<that, 1>
<were, 1>
<mute, 1>
<reminders, 1>
<of, 1>
<a, 1>
<greater, 1>
<grief, 1>
<than, 1>
<Jo, 1>
<s, 1>
<and, 1>
<broken, 1>
<whispers, 1>
<more, 1>
<eloquent, 1>
<than, 1>
<prayers, 1>
<because, 1>
<hopeful, 1>
<resignation, 1>
<went, 1>
<hand, 1>
<in, 1>
<hand, 1>
<with, 1>
<natural, 1>
<sorrow, 1>
<Sacred, 1>
<moments, 1>
<when, 1>
<heart, 1>
<talked, 1>
<to, 1>
<heart, 1>
<in, 1>
<the, 1>
<silence, 1>
<of, 1>
<the, 1>
<night, 1>
<turning, 1>
<affliction, 1>
<to, 1>
<a, 1>
<blessing, 1>
<which, 1>
<chastened, 1>
<grief, 1>
<and, 1>
<strengthened, 1>
<love, 1>
<Feeling, 1>
<this, 1>
<Jo, 1>
<s, 1>
<burden, 1>
<seemed, 1>
<easier, 1>
<to, 1>
<bear, 1>
<duty, 1>
<grew, 1>
<sweeter, 1>
<and, 1>
<life, 1>
<looked, 1>
<more, 1>
<endurable, 1>
<seen, 1>
<from, 1>
<the, 1>
<safe, 1>
<shelter, 1>
<of, 1>
<her, 1>
<mother, 1>
<s, 1>
<arms, 1>
<When, 1>
<aching, 1>
<heart, 1>
<was, 1>
<a, 1>
<little, 1>
<comforted, 1>
<troubled, 1>
<mind, 1>
<likewise, 1>
<found, 1>
<help, 1>
<for, 1>
<one, 1>
<day, 1>
<she, 1>
<went, 1>
<to, 1>
<the, 1>
<study, 1>
<and, 1>
<leaning, 1>
<over, 1>
<the, 1>
<good, 1>
<gray, 1>
<head, 1>
<lifted, 1>
<to, 1>
<welcome, 1>
<her, 1>
<with, 1>
<a, 1>
<tranquil, 1>
<smile, 1>
<she, 1>
<said, 1>
<very, 1>
<humbly, 1>
<Father, 1>
<talk, 1>
<to, 1>
<me, 1>
<as, 1>
<you, 1>
<did, 1>
<to, 1>
<Beth, 1>
<I, 1>
<need, 1>
<it, 1>
<more, 1>
<than, 1>
<she, 1>
<did, 1>
<for, 1>
<I, 1>
<m, 1>
<all, 1>
<wrong, 1>
<My, 1>
<dear, 1>
<nothing, 1>
<can, 1>
<comfort, 1>
<me, 1>
<like, 1>
<this, 1>
<he, 1>
<answered, 1>
<with, 1>
<a, 1>
<falter, 1>
<in, 1>
<his, 1>
<voice, 1>
<and, 1>
<both, 1>
<arms, 1>
<round, 1>
<her, 1>
<as, 1>
<if, 1>
<he, 1>
<too, 1>
<needed, 1>
<help, 1>
<and, 1>
<did, 1>
<not, 1>
<fear, 1>
<to, 1>
<ask, 1>
<for, 1>
<it, 1>
<Then, 1>
<sitting, 1>
<in, 1>
<Beth, 1>
<s, 1>
<little, 1>
<chair, 1>
<close, 1>
<beside, 1>
<him, 1>
<Jo, 1>
<told, 1>
<her, 1>
<troubles, 1>
<the, 1>
<resentful, 1>
<sorrow, 1>
<for, 1>
<her, 1>
<loss, 1>
<the, 1>
<fruitless, 1>
<efforts, 1>
<that, 1>
<discouraged, 1>
<her, 1>
<the, 1>
<want, 1>
<of, 1>
<faith, 1>
<that, 1>
<made, 1>
<life, 1>
<look, 1>
<so, 1>
<dark, 1>
<and, 1>
<all, 1>
<the, 1>
<sad, 1>
<bewilderment, 1>
<which, 1>
<we, 1>
<call, 1>
<despair, 1>
<She, 1>
<gave, 1>
<him, 1>
<entire, 1>
<confidence, 1>
<he, 1>
<gave, 1>
<her, 1>
<the, 1>
<help, 1>
<she, 1>
<needed, 1>
<and, 1>
<both, 1>
<found, 1>
<consolation, 1>
<in, 1>
<the, 1>
<act, 1>
<For, 1>
<the, 1>
<time, 1>
<had, 1>
<come, 1>
<when, 1>
<they, 1>
<could, 1>
<talk, 1>
<together, 1>
<not, 1>
<only, 1>
<as, 1>
<father, 1>
<and, 1>
<daughter, 1>
<but, 1>
<as, 1>
<man, 1>
<and, 1>
<woman, 1>
<able, 1>
<and, 1>
<glad, 1>
<to, 1>
<serve, 1>
<each, 1>
<other, 1>
<with, 1>
<mutual, 1>
<sympathy, 1>
<as, 1>
<well, 1>
<as, 1>
<mutual, 1>
<love, 1>
<Happy, 1>
<thoughtful, 1>
<times, 1>
<there, 1>
<in, 1>
<the, 1>
<old, 1>
<study, 1>
<which, 1>
<Jo, 1>
<called, 1>
<the, 1>
<church, 1>
<of, 1>
<one, 1>
<member, 1>
<and, 1>
<from, 1>
<which, 1>
<she, 1>
<came, 1>
<with, 1>
<fresh, 1>
<courage, 1>
<recovered, 1>
<cheerfulness, 1>
<and, 1>
<a, 1>
<more, 1>
<submissive, 1>
<spirit, 1>
<For, 1>
<the, 1>
<parents, 1>
<who, 1>
<had, 1>
<taught, 1>
<one, 1>
<child, 1>
<to, 1>
<meet, 1>
<death, 1>
<without, 1>
<fear, 1>
<were, 1>
<trying, 1>
<now, 1>
<to, 1>
<teach, 1>
<another, 1>
<to, 1>
<accept, 1>
<life, 1>
<without, 1>
<despondency, 1>
<or, 1>
<distrust, 1>
<and, 1>
<to, 1>
<use, 1>
<its, 1>
<beautiful, 1>
<opportunities, 1>
<with, 1>
<gratitude, 1>
<and, 1>
<power, 1>
<Other, 1>
<helps, 1>
<had, 1>
<Jo, 1>
<humble, 1>
<wholesome, 1>
<duties, 1>
<and, 1>
<delights, 1>
<that, 1>
<would, 1>
<not, 1>
<be, 1>
<denied, 1>
<their, 1>
<part, 1>
<in, 1>
<serving, 1>
<her, 1>
<and, 1>
<which, 1>
<she, 1>
<slowly, 1>
<learned, 1>
<to, 1>
<see, 1>
<and, 1>
<value, 1>
<Brooms, 1>
<and, 1>
<dishcloths, 1>
<never, 1>
<could, 1>
<be, 1>
<as, 1>
<distasteful, 1>
<as, 1>
<they, 1>
<once, 1>
<had, 1>
<been, 1>
<for, 1>
<Beth, 1>
<had, 1>
<presided, 1>
<over, 1>
<both, 1>
<and, 1>
<something, 1>
<of, 1>
<her, 1>
<housewifely, 1>
<spirit, 1>
<seemed, 1>
<to, 1>
<linger, 1>
<around, 1>
<the, 1>
<little, 1>
<mop, 1>
<and, 1>
<the, 1>
<old, 1>
<brush, 1>
<never, 1>
<thrown, 1>
<away, 1>
<As, 1>
<she, 1>
<used, 1>
<them, 1>
<Jo, 1>
<found, 1>
<herself, 1>
<humming, 1>
<the, 1>
<songs, 1>
<Beth, 1>
<used, 1>
<to, 1>
<hum, 1>
<imitating, 1>
<Beth, 1>
<s, 1>
<orderly, 1>
<ways, 1>
<and, 1>
<giving, 1>
<the, 1>
<little, 1>
<touches, 1>
<here, 1>
<and, 1>
<there, 1>
<that, 1>
<kept, 1>
<everything, 1>
<fresh, 1>
<and, 1>
<cozy, 1>
<which, 1>
<was, 1>
<the, 1>
<first, 1>
<step, 1>
<toward, 1>
<making, 1>
<home, 1>
<happy, 1>
<though, 1>
<she, 1>
<didn, 1>
<t, 1>
<know, 1>
<it, 1>
<till, 1>
<Hannah, 1>
<said, 1>
<with, 1>
<an, 1>
<approving, 1>
<squeeze, 1>
<of, 1>
<the, 1>
<hand, 1>
<You, 1>
<thoughtful, 1>
<creeter, 1>
<you, 1>
<re, 1>
<determined, 1>
<we, 1>
<shan, 1>
<t, 1>
<miss, 1>
<that, 1>
<dear, 1>
<lamb, 1>
<ef, 1>
<you, 1>
<can, 1>
<help, 1>
<it, 1>
<We, 1>
<don, 1>
<t, 1>
<say, 1>
<much, 1>
<but, 1>
<we, 1>
<see, 1>
<it, 1>
<and, 1>
<the, 1>
<Lord, 1>
<will, 1>
<bless, 1>
<you, 1>
<for, 1>
<t, 1>
<see, 1>
<ef, 1>
<He, 1>
<don, 1>
<t, 1>
<As, 1>
<they, 1>
<sat, 1>
<sewing, 1>
<together, 1>
<Jo, 1>
<discovered, 1>
<how, 1>
<much, 1>
<improved, 1>
<her, 1>
<sister, 1>
<Meg, 1>
<was, 1>
<how, 1>
<well, 1>
<she, 1>
<could, 1>
<talk, 1>
<how, 1>
<much, 1>
<she, 1>
<knew, 1>
<about, 1>
<good, 1>
<womanly, 1>
<impulses, 1>
<thoughts, 1>
<and, 1>
<feelings, 1>
<how, 1>
<happy, 1>
<she, 1>
<was, 1>
<in, 1>
<husband, 1>
<and, 1>
<children, 1>
<and, 1>
<how, 1>
<much, 1>
<they, 1>
<were, 1>
<all, 1>
<doing, 1>
<for, 1>
<each, 1>
<other, 1>
<Marriage, 1>
<is, 1>
<an, 1>
<excellent, 1>
<thing, 1>
<after, 1>
<all, 1>
<I, 1>
<wonder, 1>
<if, 1>
<I, 1>
<should, 1>
<blossom, 1>
<out, 1>
<half, 1>
<as, 1>
<well, 1>
<as, 1>
<you, 1>
<have, 1>
<if, 1>
<I, 1>
<tried, 1>
<it, 1>
<always, 1>
<perwisin, 1>
<I, 1>
<could, 1>
<said, 1>
<Jo, 1>
<as, 1>
<she, 1>
<constructed, 1>
<a, 1>
<kite, 1>
<for, 1>
<Demi, 1>
<in, 1>
<the, 1>
<topsy, 1>
<turvy, 1>
<nursery, 1>
<It, 1>
<s, 1>
<just, 1>
<what, 1>
<you, 1>
<need, 1>
<to, 1>
<bring, 1>
<out, 1>
<the, 1>
<tender, 1>
<womanly, 1>
<half, 1>
<of, 1>
<your, 1>
<nature, 1>
<Jo, 1>
<You, 1>
<are, 1>
<like, 1>
<a, 1>
<chestnut, 1>
<burr, 1>
<prickly, 1>
<outside, 1>
<but, 1>
<silky, 1>
<soft, 1>
<within, 1>
<and, 1>
<a, 1>
<sweet, 1>
<kernal, 1>
<if, 1>
<one, 1>
<can, 1>
<only, 1>
<get, 1>
<at, 1>
<it, 1>
<Love, 1>
<will, 1>
<make, 1>
<you, 1>
<show, 1>
<your, 1>
<heart, 1>
<one, 1>
<day, 1>
<and, 1>
<then, 1>
<the, 1>
<rough, 1>
<burr, 1>
<will, 1>
<fall, 1>
<off, 1>
<Frost, 1>
<opens, 1>
<chestnut, 1>
<burrs, 1>
<ma, 1>
<am, 1>
<and, 1>
<it, 1>
<takes, 1>
<a, 1>
<good, 1>
<shake, 1>
<to, 1>
<bring, 1>
<them, 1>
<down, 1>
<Boys, 1>
<go, 1>
<nutting, 1>
<and, 1>
<I, 1>
<don, 1>
<t, 1>
<care, 1>
<to, 1>
<be, 1>
<bagged, 1>
<by, 1>
<them, 1>
<returned, 1>
<Jo, 1>
<pasting, 1>
<away, 1>
<at, 1>
<the, 1>
<kite, 1>
<which, 1>
<no, 1>
<wind, 1>
<that, 1>
<blows, 1>
<would, 1>
<ever, 1>
<carry, 1>
<up, 1>
<for, 1>
<Daisy, 1>
<had, 1>
<tied, 1>
<herself, 1>
<on, 1>
<as, 1>
<a, 1>
<bob, 1>
<Meg, 1>
<laughed, 1>
<for, 1>
<she, 1>
<was, 1>
<glad, 1>
<to, 1>
<see, 1>
<a, 1>
<glimmer, 1>
<of, 1>
<Jo, 1>
<s, 1>
<old, 1>
<spirit, 1>
<but, 1>
<she, 1>
<felt, 1>
<it, 1>
<her, 1>
<duty, 1>
<to, 1>
<enforce, 1>
<her, 1>
<opinion, 1>
<by, 1>
<every, 1>
<argument, 1>
<in, 1>
<her, 1>
<power, 1>
<and, 1>
<the, 1>
<sisterly, 1>
<chats, 1>
<were, 1>
<not, 1>
<wasted, 1>
<especially, 1>
<as, 1>
<two, 1>
<of, 1>
<Meg, 1>
<s, 1>
<most, 1>
<effective, 1>
<arguments, 1>
<were, 1>
<the, 1>
<babies, 1>
<whom, 1>
<Jo, 1>
<loved, 1>
<tenderly, 1>
<Grief, 1>
<is, 1>
<the, 1>
<best, 1>
<opener, 1>
<of, 1>
<some, 1>
<hearts, 1>
<and, 1>
<Jo, 1>
<s, 1>
<was, 1>
<nearly, 1>
<ready, 1>
<for, 1>
<the, 1>
<bag, 1>
<A, 1>
<little, 1>
<more, 1>
<sunshine, 1>
<to, 1>
<ripen, 1>
<the, 1>
<nut, 1>
<then, 1>
<not, 1>
<a, 1>
<boy, 1>
<s, 1>
<impatient, 1>
<shake, 1>
<but, 1>
<a, 1>
<man, 1>
<s, 1>
<hand, 1>
<reached, 1>
<up, 1>
<to, 1>
<pick, 1>
<it, 1>
<gently, 1>
<from, 1>
<the, 1>
<burr, 1>
<and, 1>
<find, 1>
<the, 1>
<kernal, 1>
<sound, 1>
<and, 1>
<sweet, 1>
<If, 1>
<she, 1>
<suspected, 1>
<this, 1>
<she, 1>
<would, 1>
<have, 1>
<shut, 1>
<up, 1>
<tight, 1>
<and, 1>
<been, 1>
<more, 1>
<prickly, 1>
<than, 1>
<ever, 1>
<fortunately, 1>
<she, 1>
<wasn, 1>
<t, 1>
<thinking, 1>
<about, 1>
<herself, 1>
<so, 1>
<when, 1>
<the, 1>
<time, 1>
<came, 1>
<down, 1>
<she, 1>
<dropped, 1>
<Now, 1>
<if, 1>
<she, 1>
<had, 1>
<been, 1>
<the, 1>
<heroine, 1>
<of, 1>
<a, 1>
<moral, 1>
<storybook, 1>
<she, 1>
<ought, 1>
<at, 1>
<this, 1>
<period, 1>
<of, 1>
<her, 1>
<life, 1>
<to, 1>
<have, 1>
<become, 1>
<quite, 1>
<saintly, 1>
<renounced, 1>
<the, 1>
<world, 1>
<and, 1>
<gone, 1>
<about, 1>
<doing, 1>
<good, 1>
