<ay, 1>
<phrases, 1>
<and, 1>
<facts, 1>
<out, 1>
<of, 1>
<one, 1>
<of, 1>
<his, 1>
<favorite, 1>
<books, 1>
<Well, 1>
<they, 1>
<went, 1>
<to, 1>
<the, 1>
<bottom, 1>
<and, 1>
<a, 1>
<nice, 1>
<mermaid, 1>
<welcomed, 1>
<them, 1>
<but, 1>
<was, 1>
<much, 1>
<grieved, 1>
<on, 1>
<finding, 1>
<the, 1>
<box, 1>
<of, 1>
<headless, 1>
<knights, 1>
<and, 1>
<kindly, 1>
<pickled, 1>
<them, 1>
<in, 1>
<brine, 1>
<hoping, 1>
<to, 1>
<discover, 1>
<the, 1>
<mystery, 1>
<about, 1>
<them, 1>
<for, 1>
<being, 1>
<a, 1>
<woman, 1>
<she, 1>
<was, 1>
<curious, 1>
<By, 1>
<and, 1>
<by, 1>
<a, 1>
<diver, 1>
<came, 1>
<down, 1>
<and, 1>
<the, 1>
<mermaid, 1>
<said, 1>
<I, 1>
<ll, 1>
<give, 1>
<you, 1>
<a, 1>
<box, 1>
<of, 1>
<pearls, 1>
<if, 1>
<you, 1>
<can, 1>
<take, 1>
<it, 1>
<up, 1>
<for, 1>
<she, 1>
<wanted, 1>
<to, 1>
<restore, 1>
<the, 1>
<poor, 1>
<things, 1>
<to, 1>
<life, 1>
<and, 1>
<couldn, 1>
<t, 1>
<raise, 1>
<the, 1>
<heavy, 1>
<load, 1>
<herself, 1>
<So, 1>
<the, 1>
<diver, 1>
<hoisted, 1>
<it, 1>
<up, 1>
<and, 1>
<was, 1>
<much, 1>
<disappointed, 1>
<on, 1>
<opening, 1>
<it, 1>
<to, 1>
<find, 1>
<no, 1>
<pearls, 1>
<He, 1>
<left, 1>
<it, 1>
<in, 1>
<a, 1>
<great, 1>
<lonely, 1>
<field, 1>
<where, 1>
<it, 1>
<was, 1>
<found, 1>
<by, 1>
<a, 1>
<Little, 1>
<goose, 1>
<girl, 1>
<who, 1>
<kept, 1>
<a, 1>
<hundred, 1>
<fat, 1>
<geese, 1>
<in, 1>
<the, 1>
<field, 1>
<said, 1>
<Amy, 1>
<when, 1>
<Sallie, 1>
<s, 1>
<invention, 1>
<gave, 1>
<out, 1>
<The, 1>
<little, 1>
<girl, 1>
<was, 1>
<sorry, 1>
<for, 1>
<them, 1>
<and, 1>
<asked, 1>
<an, 1>
<old, 1>
<woman, 1>
<what, 1>
<she, 1>
<should, 1>
<do, 1>
<to, 1>
<help, 1>
<them, 1>
<Your, 1>
<geese, 1>
<will, 1>
<tell, 1>
<you, 1>
<they, 1>
<know, 1>
<everything, 1>
<said, 1>
<the, 1>
<old, 1>
<woman, 1>
<So, 1>
<she, 1>
<asked, 1>
<what, 1>
<she, 1>
<should, 1>
<use, 1>
<for, 1>
<new, 1>
<heads, 1>
<since, 1>
<the, 1>
<old, 1>
<ones, 1>
<were, 1>
<lost, 1>
<and, 1>
<all, 1>
<the, 1>
<geese, 1>
<opened, 1>
<their, 1>
<hundred, 1>
<mouths, 1>
<and, 1>
<screamed, 1>
<Cabbages, 1>
<continued, 1>
<Laurie, 1>
<promptly, 1>
<Just, 1>
<the, 1>
<thing, 1>
<said, 1>
<the, 1>
<girl, 1>
<and, 1>
<ran, 1>
<to, 1>
<get, 1>
<twelve, 1>
<fine, 1>
<ones, 1>
<from, 1>
<her, 1>
<garden, 1>
<She, 1>
<put, 1>
<them, 1>
<on, 1>
<the, 1>
<knights, 1>
<revived, 1>
<at, 1>
<once, 1>
<thanked, 1>
<her, 1>
<and, 1>
<went, 1>
<on, 1>
<their, 1>
<way, 1>
<rejoicing, 1>
<never, 1>
<knowing, 1>
<the, 1>
<difference, 1>
<for, 1>
<there, 1>
<were, 1>
<so, 1>
<many, 1>
<other, 1>
<heads, 1>
<like, 1>
<them, 1>
<in, 1>
<the, 1>
<world, 1>
<that, 1>
<no, 1>
<one, 1>
<thought, 1>
<anything, 1>
<of, 1>
<it, 1>
<The, 1>
<knight, 1>
<in, 1>
<whom, 1>
<I, 1>
<m, 1>
<interested, 1>
<went, 1>
<back, 1>
<to, 1>
<find, 1>
<the, 1>
<pretty, 1>
<face, 1>
<and, 1>
<learned, 1>
<that, 1>
<the, 1>
<princesses, 1>
<had, 1>
<spun, 1>
<themselves, 1>
<free, 1>
<and, 1>
<all, 1>
<gone, 1>
<and, 1>
<married, 1>
<but, 1>
<one, 1>
<He, 1>
<was, 1>
<in, 1>
<a, 1>
<great, 1>
<state, 1>
<of, 1>
<mind, 1>
<at, 1>
<that, 1>
<and, 1>
<mounting, 1>
<the, 1>
<colt, 1>
<who, 1>
<stood, 1>
<by, 1>
<him, 1>
<through, 1>
<thick, 1>
<and, 1>
<thin, 1>
<rushed, 1>
<to, 1>
<the, 1>
<castle, 1>
<to, 1>
<see, 1>
<which, 1>
<was, 1>
<left, 1>
<Peeping, 1>
<over, 1>
<the, 1>
<hedge, 1>
<he, 1>
<saw, 1>
<the, 1>
<queen, 1>
<of, 1>
<his, 1>
<affections, 1>
<picking, 1>
<flowers, 1>
<in, 1>
<her, 1>
<garden, 1>
<Will, 1>
<you, 1>
<give, 1>
<me, 1>
<a, 1>
<rose, 1>
<said, 1>
<he, 1>
<You, 1>
<must, 1>
<come, 1>
<and, 1>
<get, 1>
<it, 1>
<I, 1>
<can, 1>
<t, 1>
<come, 1>
<to, 1>
<you, 1>
<it, 1>
<isn, 1>
<t, 1>
<proper, 1>
<said, 1>
<she, 1>
<as, 1>
<sweet, 1>
<as, 1>
<honey, 1>
<He, 1>
<tried, 1>
<to, 1>
<climb, 1>
<over, 1>
<the, 1>
<hedge, 1>
<but, 1>
<it, 1>
<seemed, 1>
<to, 1>
<grow, 1>
<higher, 1>
<and, 1>
<higher, 1>
<Then, 1>
<he, 1>
<tried, 1>
<to, 1>
<push, 1>
<through, 1>
<but, 1>
<it, 1>
<grew, 1>
<thicker, 1>
<and, 1>
<thicker, 1>
<and, 1>
<he, 1>
<was, 1>
<in, 1>
<despair, 1>
<So, 1>
<he, 1>
<patiently, 1>
<broke, 1>
<twig, 1>
<after, 1>
<twig, 1>
<till, 1>
<he, 1>
<had, 1>
<made, 1>
<a, 1>
<little, 1>
<hole, 1>
<through, 1>
<which, 1>
<he, 1>
<peeped, 1>
<saying, 1>
<imploringly, 1>
<Let, 1>
<me, 1>
<in, 1>
<Let, 1>
<me, 1>
<in, 1>
<But, 1>
<the, 1>
<pretty, 1>
<princess, 1>
<did, 1>
<not, 1>
<seem, 1>
<to, 1>
<understand, 1>
<for, 1>
<she, 1>
<picked, 1>
<her, 1>
<roses, 1>
<quietly, 1>
<and, 1>
<left, 1>
<him, 1>
<to, 1>
<fight, 1>
<his, 1>
<way, 1>
<in, 1>
<Whether, 1>
<he, 1>
<did, 1>
<or, 1>
<not, 1>
<Frank, 1>
<will, 1>
<tell, 1>
<you, 1>
<I, 1>
<can, 1>
<t, 1>
<I, 1>
<m, 1>
<not, 1>
<playing, 1>
<I, 1>
<never, 1>
<do, 1>
<said, 1>
<Frank, 1>
<dismayed, 1>
<at, 1>
<the, 1>
<sentimental, 1>
<predicament, 1>
<out, 1>
<of, 1>
<which, 1>
<he, 1>
<was, 1>
<to, 1>
<rescue, 1>
<the, 1>
<absurd, 1>
<couple, 1>
<Beth, 1>
<had, 1>
<disappeared, 1>
<behind, 1>
<Jo, 1>
<and, 1>
<Grace, 1>
<was, 1>
<asleep, 1>
<So, 1>
<the, 1>
<poor, 1>
<knight, 1>
<is, 1>
<to, 1>
<be, 1>
<left, 1>
<sticking, 1>
<in, 1>
<the, 1>
<hedge, 1>
<is, 1>
<he, 1>
<asked, 1>
<Mr, 1>
<Brooke, 1>
<still, 1>
<watching, 1>
<the, 1>
<river, 1>
<and, 1>
<playing, 1>
<with, 1>
<the, 1>
<wild, 1>
<rose, 1>
<in, 1>
<his, 1>
<buttonhole, 1>
<I, 1>
<guess, 1>
<the, 1>
<princess, 1>
<gave, 1>
<him, 1>
<a, 1>
<posy, 1>
<and, 1>
<opened, 1>
<the, 1>
<gate, 1>
<after, 1>
<a, 1>
<while, 1>
<said, 1>
<Laurie, 1>
<smiling, 1>
<to, 1>
<himself, 1>
<as, 1>
<he, 1>
<threw, 1>
<acorns, 1>
<at, 1>
<his, 1>
<tutor, 1>
<What, 1>
<a, 1>
<piece, 1>
<of, 1>
<nonsense, 1>
<we, 1>
<have, 1>
<made, 1>
<With, 1>
<practice, 1>
<we, 1>
<might, 1>
<do, 1>
<something, 1>
<quite, 1>
<clever, 1>
<Do, 1>
<you, 1>
<know, 1>
<Truth, 1>
<I, 1>
<hope, 1>
<so, 1>
<said, 1>
<Meg, 1>
<soberly, 1>
<The, 1>
<game, 1>
<I, 1>
<mean, 1>
<What, 1>
<is, 1>
<it, 1>
<said, 1>
<Fred, 1>
<Why, 1>
<you, 1>
<pile, 1>
<up, 1>
<your, 1>
<hands, 1>
<choose, 1>
<a, 1>
<number, 1>
<and, 1>
<draw, 1>
<out, 1>
<in, 1>
<turn, 1>
<and, 1>
<the, 1>
<person, 1>
<who, 1>
<draws, 1>
<at, 1>
<the, 1>
<number, 1>
<has, 1>
<to, 1>
<answer, 1>
<truly, 1>
<any, 1>
<question, 1>
<put, 1>
<by, 1>
<the, 1>
<rest, 1>
<It, 1>
<s, 1>
<great, 1>
<fun, 1>
<Let, 1>
<s, 1>
<try, 1>
<it, 1>
<said, 1>
<Jo, 1>
<who, 1>
<liked, 1>
<new, 1>
<experiments, 1>
<Miss, 1>
<Kate, 1>
<and, 1>
<Mr, 1>
<Brooke, 1>
<Meg, 1>
<and, 1>
<Ned, 1>
<declined, 1>
<but, 1>
<Fred, 1>
<Sallie, 1>
<Jo, 1>
<and, 1>
<Laurie, 1>
<piled, 1>
<and, 1>
<drew, 1>
<and, 1>
<the, 1>
<lot, 1>
<fell, 1>
<to, 1>
<Laurie, 1>
<Who, 1>
<are, 1>
<your, 1>
<heroes, 1>
<asked, 1>
<Jo, 1>
<Grandfather, 1>
<and, 1>
<Napoleon, 1>
<Which, 1>
<lady, 1>
<here, 1>
<do, 1>
<you, 1>
<think, 1>
<prettiest, 1>
<said, 1>
<Sallie, 1>
<Margaret, 1>
<Which, 1>
<do, 1>
<you, 1>
<like, 1>
<best, 1>
<from, 1>
<Fred, 1>
<Jo, 1>
<of, 1>
<course, 1>
<What, 1>
<silly, 1>
<questions, 1>
<you, 1>
<ask, 1>
<And, 1>
<Jo, 1>
<gave, 1>
<a, 1>
<disdainful, 1>
<shrug, 1>
<as, 1>
<the, 1>
<rest, 1>
<laughed, 1>
<at, 1>
<Laurie, 1>
<s, 1>
<matter, 1>
<of, 1>
<fact, 1>
<tone, 1>
<Try, 1>
<again, 1>
<Truth, 1>
<isn, 1>
<t, 1>
<a, 1>
<bad, 1>
<game, 1>
<said, 1>
<Fred, 1>
<It, 1>
<s, 1>
<a, 1>
<very, 1>
<good, 1>
<one, 1>
<for, 1>
<you, 1>
<retorted, 1>
<Jo, 1>
<in, 1>
<a, 1>
<low, 1>
<voice, 1>
<Her, 1>
<turn, 1>
<came, 1>
<next, 1>
<What, 1>
<is, 1>
<your, 1>
<greatest, 1>
<fault, 1>
<asked, 1>
<Fred, 1>
<by, 1>
<way, 1>
<of, 1>
<testing, 1>
<in, 1>
<her, 1>
<the, 1>
<virtue, 1>
<he, 1>
<lacked, 1>
<himself, 1>
<A, 1>
<quick, 1>
<temper, 1>
<What, 1>
<do, 1>
<you, 1>
<most, 1>
<wish, 1>
<for, 1>
<said, 1>
<Laurie, 1>
<A, 1>
<pair, 1>
<of, 1>
<boot, 1>
<lacings, 1>
<returned, 1>
<Jo, 1>
<guessing, 1>
<and, 1>
<defeating, 1>
<his, 1>
<purpose, 1>
<Not, 1>
<a, 1>
<true, 1>
<answer, 1>
<You, 1>
<must, 1>
<say, 1>
<what, 1>
<you, 1>
<really, 1>
<do, 1>
<want, 1>
<most, 1>
<Genius, 1>
<Don, 1>
<t, 1>
<you, 1>
<wish, 1>
<you, 1>
<could, 1>
<give, 1>
<it, 1>
<to, 1>
<me, 1>
<Laurie, 1>
<And, 1>
<she, 1>
<slyly, 1>
<smiled, 1>
<in, 1>
<his, 1>
<disappointed, 1>
<face, 1>
<What, 1>
<virtues, 1>
<do, 1>
<you, 1>
<most, 1>
<admire, 1>
<in, 1>
<a, 1>
<man, 1>
<asked, 1>
<Sallie, 1>
<Courage, 1>
<and, 1>
<honesty, 1>
<Now, 1>
<my, 1>
<turn, 1>
<said, 1>
<Fred, 1>
<as, 1>
<his, 1>
<hand, 1>
<came, 1>
<last, 1>
<Let, 1>
<s, 1>
<give, 1>
<it, 1>
<to, 1>
<him, 1>
<whispered, 1>
<Laurie, 1>
<to, 1>
<Jo, 1>
<who, 1>
<nodded, 1>
<and, 1>
<asked, 1>
<at, 1>
<once, 1>
<Didn, 1>
<t, 1>
<you, 1>
<cheat, 1>
<at, 1>
<croquet, 1>
<Well, 1>
<yes, 1>
<a, 1>
<little, 1>
<bit, 1>
<Good, 1>
<Didn, 1>
<t, 1>
<you, 1>
<take, 1>
<your, 1>
<story, 1>
<out, 1>
<of, 1>
<The, 1>
<Sea, 1>
<Lion, 1>
<said, 1>
<Laurie, 1>
<Rather, 1>
<Don, 1>
<t, 1>
<you, 1>
<think, 1>
<the, 1>
<English, 1>
<nation, 1>
<perfect, 1>
<in, 1>
<every, 1>
<respect, 1>
<asked, 1>
<Sallie, 1>
<I, 1>
<should, 1>
<be, 1>
<ashamed, 1>
<of, 1>
<myself, 1>
<if, 1>
<I, 1>
<didn, 1>
<t, 1>
<He, 1>
<s, 1>
<a, 1>
<true, 1>
<John, 1>
<Bull, 1>
<Now, 1>
<Miss, 1>
<Sallie, 1>
<you, 1>
<shall, 1>
<have, 1>
<a, 1>
<chance, 1>
<without, 1>
<waiting, 1>
<to, 1>
<draw, 1>
<I, 1>
<ll, 1>
<harrrow, 1>
<up, 1>
<your, 1>
<feelings, 1>
<first, 1>
<by, 1>
<asking, 1>
<if, 1>
<you, 1>
<don, 1>
<t, 1>
<think, 1>
<you, 1>
<are, 1>
<something, 1>
<of, 1>
<a, 1>
<flirt, 1>
<said, 1>
<Laurie, 1>
<as, 1>
<Jo, 1>
<nodded, 1>
<to, 1>
<Fred, 1>
<as, 1>
<a, 1>
<sign, 1>
<that, 1>
<peace, 1>
<was, 1>
<declared, 1>
<You, 1>
<impertinent, 1>
<boy, 1>
<Of, 1>
<course, 1>
<I, 1>
<m, 1>
<not, 1>
<exclaimed, 1>
<Sallie, 1>
<with, 1>
<an, 1>
<air, 1>
<that, 1>
<proved, 1>
<the, 1>
<contrary, 1>
<What, 1>
<do, 1>
<you, 1>
<hate, 1>
<most, 1>
<asked, 1>
<Fred, 1>
<Spiders, 1>
<and, 1>
<rice, 1>
<pudding, 1>
<What, 1>
<do, 1>
<you, 1>
<like, 1>
<best, 1>
<asked, 1>
<Jo, 1>
<Dancing, 1>
<and, 1>
<French, 1>
<gloves, 1>
<Well, 1>
<I, 1>
<think, 1>
<Truth, 1>
<is, 1>
<a, 1>
<very, 1>
<silly, 1>
<play, 1>
<Let, 1>
<s, 1>
<have, 1>
<a, 1>
<sensible, 1>
<game, 1>
<of, 1>
<Authors, 1>
<to, 1>
<refresh, 1>
<our, 1>
<minds, 1>
<proposed, 1>
<Jo, 1>
<Ned, 1>
<Frank, 1>
<and, 1>
<the, 1>
<little, 1>
<girls, 1>
<joined, 1>
<in, 1>
<this, 1>
<and, 1>
<while, 1>
<it, 1>
<went, 1>
<on, 1>
<the, 1>
<three, 1>
<elders, 1>
<sat, 1>
<apart, 1>
<talking, 1>
<Miss, 1>
<Kate, 1>
<took, 1>
<out, 1>
<her, 1>
<sketch, 1>
<again, 1>
<and, 1>
<Margaret, 1>
<watched, 1>
<her, 1>
<while, 1>
<Mr, 1>
<Brooke, 1>
<lay, 1>
<on, 1>
<the, 1>
<grass, 1>
<with, 1>
<a, 1>
<book, 1>
<which, 1>
<he, 1>
<did, 1>
<not, 1>
<read, 1>
<How, 1>
<beautifully, 1>
<you, 1>
<do, 1>
<it, 1>
<I, 1>
<wish, 1>
<I, 1>
<could, 1>
<draw, 1>
<said, 1>
<Meg, 1>
<with, 1>
<mingled, 1>
<admiration, 1>
<and, 1>
<regret, 1>
<in, 1>
<her, 1>
<voice, 1>
<Why, 1>
<don, 1>
<t, 1>
<you, 1>
<learn, 1>
<I, 1>
<should, 1>
<think, 1>
<you, 1>
<had, 1>
<taste, 1>
<and, 1>
<talent, 1>
<for, 1>
<it, 1>
<replied, 1>
<Miss, 1>
<Kate, 1>
<graciously, 1>
<I, 1>
<haven, 1>
<t, 1>
<time, 1>
<Your, 1>
<mamma, 1>
<prefers, 1>
<other, 1>
<accomplishments, 1>
<I, 1>
<fancy, 1>
<So, 1>
<did, 1>
<mine, 1>
<but, 1>
<I, 1>
<proved, 1>
<to, 1>
<her, 1>
<that, 1>
<I, 1>
<had, 1>
<talent, 1>
<by, 1>
<taking, 1>
<a, 1>
<few, 1>
<lessons, 1>
<privately, 1>
<and, 1>
<then, 1>
<she, 1>
<was, 1>
<quite, 1>
<willing, 1>
<I, 1>
<should, 1>
<go, 1>
<on, 1>
<Can, 1>
<t, 1>
<you, 1>
<do, 1>
<the, 1>
<same, 1>
<with, 1>
<your, 1>
<governess, 1>
<I, 1>
<have, 1>
<none, 1>
<I, 1>
<forgot, 1>
<young, 1>
<ladies, 1>
<in, 1>
<America, 1>
<go, 1>
<to, 1>
<school, 1>
<more, 1>
<than, 1>
<with, 1>
<us, 1>
<Very, 1>
<fine, 1>
<schools, 1>
<they, 1>
<are, 1>
<too, 1>
<Papa, 1>
<says, 1>
<You, 1>
<go, 1>
<to, 1>
<a, 1>
<private, 1>
<one, 1>
<I, 1>
<suppose, 1>
<I, 1>
<don, 1>
<t, 1>
<go, 1>
<at, 1>
<all, 1>
<I, 1>
<am, 1>
<a, 1>
<governess, 1>
<myself, 1>
<Oh, 1>
<indeed, 1>
<said, 1>
<Miss, 1>
<Kate, 1>
<but, 1>
<she, 1>
<might, 1>
<as, 1>
<well, 1>
<have, 1>
<said, 1>
<Dear, 1>
<me, 1>
<how, 1>
<dreadful, 1>
<for, 1>
<her, 1>
<tone, 1>
<implied, 1>
<it, 1>
<and, 1>
<something, 1>
<in, 1>
<her, 1>
<face, 1>
<made, 1>
<Meg, 1>
<color, 1>
<and, 1>
<wish, 1>
<she, 1>
<had, 1>
<not, 1>
<been, 1>
<so, 1>
<frank, 1>
<Mr, 1>
<Brooke, 1>
<looked, 1>
<up, 1>
<and, 1>
<said, 1>
<quickly, 1>
<Young, 1>
<ladies, 1>
<in, 1>
<America, 1>
<love, 1>
<independence, 1>
<as, 1>
<much, 1>
<as, 1>
<their, 1>
<ancestors, 1>
<did, 1>
<and, 1>
<are, 1>
<admired, 1>
<and, 1>
<respected, 1>
<for, 1>
<supporting, 1>
<themselves, 1>
<Oh, 1>
<yes, 1>
<of, 1>
<course, 1>
<it, 1>
<s, 1>
<very, 1>
<nice, 1>
<and, 1>
<proper, 1>
<in, 1>
<them, 1>
<to, 1>
<do, 1>
<so, 1>
<We, 1>
<have, 1>
<many, 1>
<most, 1>
<respectable, 1>
<and, 1>
<worthy, 1>
<young, 1>
<women, 1>
<who, 1>
<do, 1>
<the, 1>
<same, 1>
<and, 1>
<are, 1>
<employed, 1>
<by, 1>
<the, 1>
<nobility, 1>
<because, 1>
<being, 1>
<the, 1>
<daughters, 1>
<of, 1>
<gentlemen, 1>
<they, 1>
<are, 1>
<both, 1>
<well, 1>
<bred, 1>
<and, 1>
<accomplished, 1>
<you, 1>
<know, 1>
<said, 1>
<Miss, 1>
<Kate, 1>
<in, 1>
<a, 1>
<patronizing, 1>
<tone, 1>
<that, 1>
<hurt, 1>
<Meg, 1>
<s, 1>
<pride, 1>
<and, 1>
<made, 1>
<her, 1>
<work, 1>
<seem, 1>
<not, 1>
<only, 1>
<more, 1>
<distasteful, 1>
<but, 1>
<degrading, 1>
<Did, 1>
<the, 1>
<German, 1>
<song, 1>
<suit, 1>
<Miss, 1>
<March, 1>
<inquired, 1>
<Mr, 1>
<Brooke, 1>
<breaking, 1>
<an, 1>
<awkward, 1>
<pause, 1>
<Oh, 1>
<yes, 1>
<It, 1>
<was, 1>
<very, 1>
<sweet, 1>
<and, 1>
<I, 1>
<m, 1>
<much, 1>
<obliged, 1>
<to, 1>
<whoever, 1>
<translated, 1>
<it, 1>
<for, 1>
<me, 1>
<And, 1>
<Meg, 1>
<s, 1>
<downcast, 1>
<face, 1>
<brightened, 1>
<as, 1>
<she, 1>
<spoke, 1>
<Don, 1>
<t, 1>
<you, 1>
<read, 1>
<German, 1>
<asked, 1>
<Miss, 1>
<Kate, 1>
<with, 1>
<a, 1>
<look, 1>
<of, 1>
<surprise, 1>
<Not, 1>
<very, 1>
<well, 1>
<My, 1>
<father, 1>
<who, 1>
<taught, 1>
<me, 1>
<is, 1>
<away, 1>
<and, 1>
<I, 1>
<don, 1>
<t, 1>
<get, 1>
<on, 1>
<very, 1>
<fast, 1>
<alone, 1>
<for, 1>
<I, 1>
<ve, 1>
<no, 1>
<one, 1>
<to, 1>
<correct, 1>
<my, 1>
<pronunciation, 1>
<Try, 1>
<a, 1>
<little, 1>
<now, 1>
<Here, 1>
<is, 1>
<Schiller, 1>
<s, 1>
<Mary, 1>
<Stuart, 1>
<and, 1>
<a, 1>
<tutor, 1>
<who, 1>
<loves, 1>
<to, 1>
<teach, 1>
<And, 1>
<Mr, 1>
<Brooke, 1>
<laid, 1>
<his, 1>
<book, 1>
<on, 1>
<her, 1>
<lap, 1>
<with, 1>
<an, 1>
<inviting, 1>
<smile, 1>
<It, 1>
<s, 1>
<so, 1>
<hard, 1>
<I, 1>
<m, 1>
<afraid, 1>
<to, 1>
<try, 1>
<said, 1>
<Meg, 1>
<grateful, 1>
<but, 1>
<bashful, 1>
<in, 1>
<the, 1>
<presence, 1>
<of, 1>
<the, 1>
<accomplished, 1>
<young, 1>
<lady, 1>
<beside, 1>
<her, 1>
<I, 1>
<ll, 1>
<read, 1>
<a, 1>
<bit, 1>
<to, 1>
<encourage, 1>
<you, 1>
<And, 1>
<Miss, 1>
<Kate, 1>
<read, 1>
<one, 1>
<of, 1>
<the, 1>
<most, 1>
<beautiful, 1>
<passages, 1>
<in, 1>
<a, 1>
<perfectly, 1>
<correct, 1>
<but, 1>
<perfectly, 1>
<expressionless, 1>
<manner, 1>
<Mr, 1>
<Brooke, 1>
<made, 1>
<no, 1>
<comment, 1>
<as, 1>
<she, 1>
<returned, 1>
<the, 1>
<book, 1>
<to, 1>
<Meg, 1>
<who, 1>
<said, 1>
<innocently, 1>
<I, 1>
<thought, 1>
<it, 1>
<was, 1>
<poetry, 1>
<Some, 1>
<of, 1>
<it, 1>
<is, 1>
<Try, 1>
<this, 1>
<passage, 1>
<There, 1>
<was, 1>
<a, 1>
<queer, 1>
<smile, 1>
<about, 1>
<Mr, 1>
<Brooke, 1>
<s, 1>
<mouth, 1>
<as, 1>
<he, 1>
<opened, 1>
<at, 1>
<poor, 1>
<Mary, 1>
<s, 1>
<lament, 1>
<Meg, 1>
<obediently, 1>
<following, 1>
<the, 1>
<long, 1>
<grass, 1>
<blade, 1>
<which, 1>
<her, 1>
<new, 1>
<tutor, 1>
<used, 1>
<to, 1>
<point, 1>
<with, 1>
<read, 1>
<slowly, 1>
<and, 1>
<timidly, 1>
<unconsciously, 1>
<making, 1>
<poetry, 1>
<of, 1>
<the, 1>
<hard, 1>
<words, 1>
<by, 1>
<the, 1>
<soft, 1>
<intonation, 1>
<of, 1>
<her, 1>
<musical, 1>
<voice, 1>
<Down, 1>
<the, 1>
<page, 1>
<went, 1>
<the, 1>
<green, 1>
<guide, 1>
<and, 1>
<presently, 1>
<forgetting, 1>
<her, 1>
<listener, 1>
<in, 1>
<the, 1>
<beauty, 1>
<of, 1>
<the, 1>
<sad, 1>
<scene, 1>
<Meg, 1>
<read, 1>
<as, 1>
<if, 1>
<alone, 1>
<giving, 1>
<a, 1>
<little, 1>
<touch, 1>
<of, 1>
<tragedy, 1>
<to, 1>
<the, 1>
<words, 1>
<of, 1>
<the, 1>
<unhappy, 1>
<queen, 1>
<If, 1>
<she, 1>
<had, 1>
<seen, 1>
<the, 1>
<brown, 1>
<eyes, 1>
<then, 1>
<she, 1>
<would, 1>
<have, 1>
<stopped, 1>
<short, 1>
<but, 1>
<she, 1>
<never, 1>
<looked, 1>
<up, 1>
<and, 1>
<the, 1>
<lesson, 1>
<was, 1>
<not, 1>
<spoiled, 1>
<for, 1>
<her, 1>
<Very, 1>
<well, 1>
<indeed, 1>
<said, 1>
<Mr, 1>
<Brooke, 1>
<as, 1>
<she, 1>
<paused, 1>
<quite, 1>
<ignoring, 1>
<her, 1>
<many, 1>
<mistakes, 1>
<and, 1>
<looking, 1>
<as, 1>
<if, 1>
<he, 1>
<did, 1>
<indeed, 1>
<love, 1>
<to, 1>
<teach, 1>
<Miss, 1>
<Kate, 1>
<put, 1>
<up, 1>
<her, 1>
<glass, 1>
<and, 1>
<having, 1>
<taken, 1>
<a, 1>
<survey, 1>
<of, 1>
<the, 1>
<little, 1>
<tableau, 1>
<before, 1>
<her, 1>
<shut, 1>
<her, 1>
<sketch, 1>
<book, 1>
<saying, 1>
<with, 1>
<condescension, 1>
<You, 1>
<ve, 1>
<a, 1>
<nice, 1>
<accent, 1>
<and, 1>
<in, 1>
<time, 1>
<will, 1>
<be, 1>
<a, 1>
<clever, 1>
<reader, 1>
<I, 1>
<advise, 1>
<you, 1>
<to, 1>
<learn, 1>
<for, 1>
<German, 1>
<is, 1>
<a, 1>
<valuable, 1>
<accomplishment, 1>
<to, 1>
<teachers, 1>
<I, 1>
<must, 1>
<look, 1>
<after, 1>
<Grace, 1>
<she, 1>
<is, 1>
<romping, 1>
<And, 1>
<Miss, 1>
<Kate, 1>
<strolled, 1>
<away, 1>
<adding, 1>
<to, 1>
<herself, 1>
<with, 1>
<a, 1>
<shrug, 1>
<I, 1>
<didn, 1>
<t, 1>
<come, 1>
<to, 1>
<chaperone, 1>
<a, 1>
<governess, 1>
<though, 1>
<she, 1>
<is, 1>
<young, 1>
<and, 1>
<pretty, 1>
<What, 1>
<odd, 1>
<people, 1>
<these, 1>
<Yankees, 1>
<are, 1>
<I, 1>
<m, 1>
<afraid, 1>
<Laurie, 1>
<will, 1>
<be, 1>
<quite, 1>
<spoiled, 1>
<among, 1>
<them, 1>
<I, 1>
<forgot, 1>
<that, 1>
<English, 1>
<people, 1>
<rather, 1>
<turn, 1>
<up, 1>
<their, 1>
<noses, 1>
<at, 1>
<governesses, 1>
<and, 1>
<don, 1>
<t, 1>
<treat, 1>
<them, 1>
<as, 1>
<we, 1>
<do, 1>
<said, 1>
<Meg, 1>
<looking, 1>
<after, 1>
<the, 1>
<retreating, 1>
<figure, 1>
<with, 1>
<an, 1>
<annoyed, 1>
<expression, 1>
<Tutors, 1>
<also, 1>
<have, 1>
<rather, 1>
<a, 1>
<hard, 1>
<time, 1>
<of, 1>
<it, 1>
<there, 1>
<as, 1>
<I, 1>
<know, 1>
<to, 1>
<my, 1>
<sorrow, 1>
<There, 1>
<s, 1>
<no, 1>
<place, 1>
<like, 1>
<America, 1>
<for, 1>
<us, 1>
<workers, 1>
<Miss, 1>
<Margaret, 1>
<And, 1>
<Mr, 1>
<Brooke, 1>
<looked, 1>
<so, 1>
<contented, 1>
<and, 1>
<cheerful, 1>
<that, 1>
<Meg, 1>
<was, 1>
<ashamed, 1>
<to, 1>
<lament, 1>
<her, 1>
<hard, 1>
<lot, 1>
<I, 1>
<m, 1>
<glad, 1>
<I, 1>
<live, 1>
<in, 1>
<it, 1>
<then, 1>
<I, 1>
<don, 1>
<t, 1>
<like, 1>
